# BRON: KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)
# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van uurwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde reeks maandtemperaturen van De Bilt <http://www.knmi.nl/klimatologie/onderzoeksgegevens/homogeen_260/index.html> of de Centraal Nederland Temperatuur <http://www.knmi.nl/klimatologie/onderzoeksgegevens/CNT/>.
# 
# 
# STN      LON(east)   LAT(north)     ALT(m)  NAME
# 240:         4.774       52.301      -4.40  SCHIPHOL
# 
# YYYYMMDD = datum (YYYY=jaar,MM=maand,DD=dag); 
# HH       = tijd (HH=uur, UT.12 UT=13 MET, 14 MEZT. Uurvak 05 loopt van 04.00 UT tot 5.00 UT; 
# DD       = Windrichting (in graden) gemiddeld over de laatste 10 minuten van het afgelopen uur (360=noord, 90=oost, 180=zuid, 270=west, 0=windstil 990=veranderlijk. Zie http://www.knmi.nl/kennis-en-datacentrum/achtergrond/klimatologische-brochures-en-boeken; 
# FH       = Uurgemiddelde windsnelheid (in 0.1 m/s). Zie http://www.knmi.nl/kennis-en-datacentrum/achtergrond/klimatologische-brochures-en-boeken; 
# FF       = Windsnelheid (in 0.1 m/s) gemiddeld over de laatste 10 minuten van het afgelopen uur; 
# FX       = Hoogste windstoot (in 0.1 m/s) over het afgelopen uurvak; 
# T        = Temperatuur (in 0.1 graden Celsius) op 1.50 m hoogte tijdens de waarneming; 
# T10N     = Minimumtemperatuur (in 0.1 graden Celsius) op 10 cm hoogte in de afgelopen 6 uur; 
# TD       = Dauwpuntstemperatuur (in 0.1 graden Celsius) op 1.50 m hoogte tijdens de waarneming; 
# SQ       = Duur van de zonneschijn (in 0.1 uren) per uurvak, berekend uit globale straling  (-1 for <0.05 uur); 
# Q        = Globale straling (in J/cm2) per uurvak; 
# DR       = Duur van de neerslag (in 0.1 uur) per uurvak; 
# RH       = Uursom van de neerslag (in 0.1 mm) (-1 voor <0.05 mm); 
# P        = Luchtdruk (in 0.1 hPa) herleid naar zeeniveau, tijdens de waarneming; 
# VV       = Horizontaal zicht tijdens de waarneming (0=minder dan 100m, 1=100-200m, 2=200-300m,..., 49=4900-5000m, 50=5-6km, 56=6-7km, 57=7-8km, ..., 79=29-30km, 80=30-35km, 81=35-40km,..., 89=meer dan 70km); 
# N        = Bewolking (bedekkingsgraad van de bovenlucht in achtsten), tijdens de waarneming (9=bovenlucht onzichtbaar); 
# U        = Relatieve vochtigheid (in procenten) op 1.50 m hoogte tijdens de waarneming; 
# WW       = Weercode (00-99), visueel(WW) of automatisch(WaWa) waargenomen, voor het actuele weer of het weer in het afgelopen uur. Zie http://bibliotheek.knmi.nl/scholierenpdf/weercodes_Nederland; 
# IX       = Weercode indicator voor de wijze van waarnemen op een bemand of automatisch station (1=bemand gebruikmakend van code uit visuele waarnemingen, 2,3=bemand en weggelaten (geen belangrijk weersverschijnsel, geen gegevens), 4=automatisch en opgenomen (gebruikmakend van code uit visuele waarnemingen), 5,6=automatisch en weggelaten (geen belangrijk weersverschijnsel, geen gegevens), 7=automatisch gebruikmakend van code uit automatische waarnemingen); 
# M        = Mist 0=niet voorgekomen, 1=wel voorgekomen in het voorgaande uur en/of tijdens de waarneming; 
# R        = Regen 0=niet voorgekomen, 1=wel voorgekomen in het voorgaande uur en/of tijdens de waarneming; 
# S        = Sneeuw 0=niet voorgekomen, 1=wel voorgekomen in het voorgaande uur en/of tijdens de waarneming; 
# O        = Onweer 0=niet voorgekomen, 1=wel voorgekomen in het voorgaande uur en/of tijdens de waarneming; 
# Y        = IJsvorming 0=niet voorgekomen, 1=wel voorgekomen in het voorgaande uur en/of tijdens de waarneming; 
# 
# STN,YYYYMMDD,   HH,   DD,   FH,   FF,   FX,    T,  T10,   TD,   SQ,    Q,   DR,   RH,    P,   VV,    N,    U,   WW,   IX,    M,    R,    S,    O,    Y
# 
  240,20150106,    3,  160,   30,   30,   40,   36,     ,   24,    0,    0,    0,    0,10244,   63,    8,   92,     ,    5,    0,    0,    0,    0,    0
  240,20150106,    4,  160,   30,   30,   50,   37,     ,   22,    0,    0,    0,    0,10237,   63,    8,   90,     ,    5,    0,    0,    0,    0,    0
  240,20150106,    5,  150,   40,   40,   50,   36,     ,   21,    0,    0,    0,    0,10230,   65,    8,   90,     ,    5,    0,    0,    0,    0,    0
  240,20150106,    6,  150,   40,   40,   60,   34,   33,   19,    0,    0,    0,    0,10226,   66,    8,   90,     ,    5,    0,    0,    0,    0,    0
  240,20150106,    7,  140,   40,   40,   60,   29,     ,   12,    0,    0,    0,    0,10224,   66,    8,   89,     ,    5,    0,    0,    0,    0,    0
  240,20150106,    8,  140,   40,   40,   60,    9,     ,   -6,    0,    0,    0,    0,10224,   62,    6,   90,     ,    5,    0,    0,    0,    0,    0
  240,20150106,    9,  150,   50,   50,   70,   12,     ,  -14,    2,   11,    0,    0,10214,   66,    7,   83,     ,    5,    0,    0,    0,    0,    0
  240,20150106,   10,  170,   50,   50,   70,   16,     ,  -18,   10,   37,    0,    0,10217,   73,    7,   78,     ,    5,    0,    0,    0,    0,    0
  240,20150106,   11,  170,   50,   50,   80,   19,     ,  -16,   10,   57,    0,    0,10208,   73,    7,   78,     ,    5,    0,    0,    0,    0,    0
  240,20150106,   12,  190,   50,   40,   70,   22,    1,  -10,    7,   63,    0,    0,10201,   68,    7,   79,     ,    5,    0,    0,    0,    0,    0
  240,20150106,   13,  210,   40,   40,   70,   23,     ,   -6,    5,   54,    0,    0,10194,   62,    7,   81,     ,    5,    0,    0,    0,    0,    0
  240,20150106,   14,  190,   40,   40,   60,   21,     ,    0,    5,   31,    0,    0,10199,   57,    8,   86,   10,    7,    0,    0,    0,    0,    0
  240,20150106,   15,  180,   40,   40,   60,   22,     ,    4,    0,    8,    0,    0,10199,   50,    8,   88,   10,    7,    0,    0,    0,    0,    0
  240,20150106,   16,  170,   50,   50,   70,   22,     ,   10,    0,    4,    0,    0,10193,   40,    8,   92,   10,    7,    0,    0,    0,    0,    0
  240,20150106,   17,  180,   50,   50,   70,   25,     ,   13,    0,    0,    0,    0,10198,   42,    8,   92,   10,    7,    0,    0,    0,    0,    0
  240,20150106,   18,  170,   40,   40,   60,   26,   20,   20,    0,    0,    4,    6,10197,   24,    8,   96,   81,    7,    0,    1,    0,    0,    0
  240,20150106,   19,  200,   50,   50,   70,   31,     ,   27,    0,    0,   10,    4,10199,   29,    8,   97,   51,    7,    0,    1,    0,    0,    0
  240,20150106,   20,  220,   50,   60,   80,   39,     ,   35,    0,    0,   10,    5,10202,   37,    8,   97,   81,    7,    0,    1,    0,    0,    0
  240,20150106,   21,  280,   50,   50,   70,   60,     ,   54,    0,    0,    0,   -1,10210,   61,    8,   96,   23,    7,    0,    1,    0,    0,    0
  240,20150106,   22,  290,   40,   30,  100,   62,     ,   53,    0,    0,    0,    0,10223,   65,    8,   94,     ,    5,    0,    0,    0,    0,    0
  240,20150106,   23,  290,   40,   30,   70,   63,     ,   48,    0,    0,    1,    2,10227,   67,    8,   90,   23,    7,    0,    1,    0,    0,    0
  240,20150106,   24,  290,   40,   30,   60,   53,   25,   36,    0,    0,    0,    0,10234,   70,    7,   89,    1,    7,    0,    0,    0,    0,    0
  240,20150107,    1,  270,   40,   40,   50,   44,     ,   31,    0,    0,    0,    0,10242,   65,    8,   91,     ,    5,    0,    0,    0,    0,    0
  240,20150107,    2,  260,   40,   50,   50,   43,     ,   29,    0,    0,    0,    0,10251,   65,    1,   91,     ,    5,    0,    0,    0,    0,    0
  240,20150107,    3,  270,   40,   40,   50,   24,     ,   14,    0,    0,    0,    0,10258,   65,    6,   93,     ,    5,    0,    0,    0,    0,    0
  240,20150107,    4,  220,   40,   40,   50,   24,     ,   16,    0,    0,    0,    0,10254,   63,    0,   94,     ,    5,    0,    0,    0,    0,    0
  240,20150107,    5,  220,   40,   40,   50,   23,     ,   17,    0,    0,    0,    0,10256,   59,    0,   96,   10,    7,    0,    0,    0,    0,    0
  240,20150107,    6,  220,   50,   50,   60,   21,    5,   13,    0,    0,    0,    0,10259,   59,    4,   94,   10,    7,    0,    0,    0,    0,    0
  240,20150107,    7,  190,   40,   50,   60,   13,     ,    7,    0,    0,    0,    0,10264,   63,    0,   96,     ,    5,    0,    0,    0,    0,    0
  240,20150107,    8,  210,   40,   40,   50,   13,     ,    9,    0,    1,    0,    0,10266,   63,    0,   97,     ,    5,    0,    0,    0,    0,    0
  240,20150107,    9,  200,   40,   50,   70,   27,     ,   22,    5,   18,    0,    0,10267,   65,    0,   96,     ,    5,    0,    0,    0,    0,    0
  240,20150107,   10,  200,   60,   60,   90,   47,     ,   33,   10,   49,    0,    0,10267,   65,    1,   91,     ,    5,    0,    0,    0,    0,    0
  240,20150107,   11,  210,   60,   60,   90,   58,     ,   36,    8,   66,    0,    0,10265,   70,    7,   86,     ,    5,    0,    0,    0,    0,    0
  240,20150107,   12,  220,   60,   70,  100,   66,    1,   39,    2,   50,    0,    0,10258,   70,    8,   83,     ,    5,    0,    0,    0,    0,    0
  240,20150107,   13,  210,   70,   70,  100,   67,     ,   37,    8,   72,    0,    0,10249,   70,    3,   81,     ,    5,    0,    0,    0,    0,    0
  240,20150107,   14,  210,   70,   70,  110,   67,     ,   35,   10,   46,    0,    0,10245,   75,    3,   80,     ,    5,    0,    0,    0,    0,    0
  240,20150107,   15,  200,   70,   60,  110,   59,     ,   31,    7,   19,    0,    0,10246,   70,    7,   82,     ,    5,    0,    0,    0,    0,    0
  240,20150107,   16,  200,   60,   50,   90,   53,     ,   29,    0,    3,    0,    0,10244,   70,    8,   84,     ,    5,    0,    0,    0,    0,    0
  240,20150107,   17,  200,   60,   70,   90,   52,     ,   27,    0,    0,    0,    0,10240,   70,    8,   84,     ,    5,    0,    0,    0,    0,    0
  240,20150107,   18,  190,   80,   80,  120,   52,   44,   25,    0,    0,    0,    0,10232,   69,    8,   83,     ,    5,    0,    0,    0,    0,    0
  240,20150107,   19,  200,   80,   80,  120,   46,     ,   21,    0,    0,    0,    0,10233,   68,    8,   84,     ,    5,    0,    0,    0,    0,    0
  240,20150107,   20,  190,   80,   70,  110,   44,     ,   21,    0,    0,    0,    0,10231,   67,    8,   85,     ,    5,    0,    0,    0,    0,    0
  240,20150107,   21,  190,   80,   90,  120,   42,     ,   21,    0,    0,    0,    0,10224,   62,    8,   86,     ,    5,    0,    0,    0,    0,    0
  240,20150107,   22,  190,   80,   80,  120,   39,     ,   25,    0,    0,    3,    1,10220,   48,    8,   91,   52,    7,    0,    1,    0,    0,    0
  240,20150107,   23,  190,  100,  100,  140,   39,     ,   27,    0,    0,   10,   11,10211,   41,    8,   92,   82,    7,    0,    1,    0,    0,    0
  240,20150107,   24,  200,  100,  100,  140,   42,   36,   34,    0,    0,   10,   19,10208,   56,    8,   95,   61,    7,    0,    1,    0,    0,    0
  240,20150108,    1,  200,  100,  100,  130,   46,     ,   37,    0,    0,   10,    6,10199,   50,    8,   94,   62,    7,    0,    1,    0,    0,    0
  240,20150108,    2,  200,   90,   90,  120,   51,     ,   41,    0,    0,    6,    4,10197,   56,    8,   93,   81,    7,    0,    1,    0,    0,    0
  240,20150108,    3,  210,   80,   80,  130,   55,     ,   44,    0,    0,    9,    8,10192,   59,    8,   93,   23,    7,    0,    1,    0,    0,    0
  240,20150108,    4,  210,   90,  100,  120,   61,     ,   52,    0,    0,    0,    0,10187,   57,    8,   94,   10,    7,    0,    0,    0,    0,    0
  240,20150108,    5,  210,   90,   90,  130,   68,     ,   58,    0,    0,    0,    0,10182,   61,    8,   93,     ,    5,    0,    0,    0,    0,    0
  240,20150108,    6,  210,   80,   70,  120,   72,   40,   62,    0,    0,    0,    0,10181,   60,    8,   93,    2,    7,    0,    0,    0,    0,    0
  240,20150108,    7,  200,   80,   80,  110,   78,     ,   69,    0,    0,    0,    0,10175,   59,    8,   94,   10,    7,    0,    0,    0,    0,    0
  240,20150108,    8,  210,   80,   80,  120,   81,     ,   72,    0,    0,    0,    0,10178,   60,    8,   94,     ,    5,    0,    0,    0,    0,    0
  240,20150108,    9,  210,   80,   90,  120,   83,     ,   75,    0,    3,    0,    0,10175,   59,    8,   95,   10,    7,    0,    0,    0,    0,    0
  240,20150108,   10,  210,   80,   80,  110,   83,     ,   74,    0,    6,    0,    0,10171,   58,    8,   94,   10,    7,    0,    0,    0,    0,    0
  240,20150108,   11,  210,   70,   70,  110,   84,     ,   78,    0,    9,    5,    8,10165,   47,    8,   96,   81,    7,    0,    1,    0,    0,    0
  240,20150108,   12,  230,   60,   70,   90,   86,   69,   78,    0,    6,   10,   28,10163,   58,    8,   95,   58,    7,    0,    1,    0,    0,    0
  240,20150108,   13,  260,   60,   70,  110,   78,     ,   70,    0,    4,   10,   24,10159,   58,    8,   95,   62,    7,    0,    1,    0,    0,    0
  240,20150108,   14,  280,   70,   60,  110,   65,     ,   55,    0,    5,   10,   22,10170,   59,    8,   93,   62,    7,    0,    1,    0,    0,    0
  240,20150108,   15,  270,   60,   50,  100,   65,     ,   56,    0,    4,   10,   11,10177,   58,    8,   94,   52,    7,    0,    1,    0,    0,    0
  240,20150108,   16,  270,   50,   50,   70,   64,     ,   53,    0,    2,    5,    2,10193,   65,    7,   93,   22,    7,    0,    1,    0,    0,    0
  240,20150108,   17,  270,   60,   60,   80,   59,     ,   38,    0,    0,    0,    0,10206,   70,    0,   86,     ,    5,    0,    0,    0,    0,    0
  240,20150108,   18,  250,   60,   70,  100,   65,   47,   48,    0,    0,    0,    0,10222,   68,    0,   89,    2,    7,    0,    0,    0,    0,    0
  240,20150108,   19,  250,   80,   80,  120,   70,     ,   53,    0,    0,    0,    0,10232,   65,    0,   89,     ,    5,    0,    0,    0,    0,    0
  240,20150108,   20,  250,   70,   70,  100,   71,     ,   53,    0,    0,    0,    0,10241,   64,    0,   88,     ,    5,    0,    0,    0,    0,    0
  240,20150108,   21,  250,   70,   70,  110,   70,     ,   51,    0,    0,    0,    0,10243,   64,    0,   88,     ,    5,    0,    0,    0,    0,    0
  240,20150108,   22,  240,   70,   60,  100,   70,     ,   48,    0,    0,    0,    0,10244,   64,    0,   86,     ,    5,    0,    0,    0,    0,    0
  240,20150108,   23,  220,   60,   50,   90,   56,     ,   45,    0,    0,    0,    0,10235,   62,    0,   93,     ,    5,    0,    0,    0,    0,    0
  240,20150108,   24,  200,   60,   50,   90,   62,   46,   49,    0,    0,    0,    0,10232,   64,    6,   91,     ,    5,    0,    0,    0,    0,    0
  240,20150109,    1,  210,   60,   60,   90,   62,     ,   51,    0,    0,    0,    0,10233,   62,    7,   93,     ,    5,    0,    0,    0,    0,    0
  240,20150109,    2,  220,   60,   70,   90,   68,     ,   51,    0,    0,    0,    0,10230,   64,    7,   89,     ,    5,    0,    0,    0,    0,    0
  240,20150109,    3,  200,   90,  100,  130,   61,     ,   47,    0,    0,    0,    0,10188,   64,    8,   91,     ,    5,    0,    0,    0,    0,    0
  240,20150109,    4,  220,  100,  110,  140,   75,     ,   60,    0,    0,    0,    0,10182,   56,    8,   90,   10,    7,    0,    0,    0,    0,    0
  240,20150109,    5,  210,  120,  130,  170,   73,     ,   62,    0,    0,    6,    1,10158,   60,    8,   93,   23,    7,    0,    1,    0,    0,    0
  240,20150109,    6,  230,  140,  150,  200,   86,   54,   66,    0,    0,    0,    0,10153,   66,    8,   87,     ,    5,    0,    0,    0,    0,    0
  240,20150109,    7,  230,  160,  160,  210,   88,     ,   68,    0,    0,    0,    0,10135,   66,    8,   87,     ,    5,    0,    0,    0,    0,    0
  240,20150109,    8,  230,  140,  150,  210,   98,     ,   76,    0,    0,    0,    0,10143,   68,    8,   86,     ,    5,    0,    0,    0,    0,    0
  240,20150109,    9,  230,  160,  160,  230,   99,     ,   81,    0,    3,    0,    0,10144,   63,    8,   89,     ,    5,    0,    0,    0,    0,    0
  240,20150109,   10,  250,  150,  160,  240,  111,     ,   76,    0,   12,    0,    0,10133,   64,    8,   79,     ,    5,    0,    0,    0,    0,    0
  240,20150109,   11,  250,  140,  120,  230,  103,     ,   80,    0,   17,    0,    0,10144,   65,    8,   86,     ,    5,    0,    0,    0,    0,    0
  240,20150109,   12,  250,  120,  130,  190,  109,   81,   75,    0,   21,    0,    0,10147,   71,    8,   80,     ,    5,    0,    0,    0,    0,    0
  240,20150109,   13,  250,  120,  130,  190,  109,     ,   68,    0,   28,    0,    0,10140,   69,    8,   76,     ,    5,    0,    0,    0,    0,    0
  240,20150109,   14,  250,  130,  130,  190,  108,     ,   61,    0,   25,    0,    0,10142,   68,    8,   73,     ,    5,    0,    0,    0,    0,    0
  240,20150109,   15,  250,  120,  120,  180,  105,     ,   65,    0,    5,    0,    0,10151,   66,    8,   76,     ,    5,    0,    0,    0,    0,    0
  240,20150109,   16,  250,   90,   80,  180,  104,     ,   47,    0,    1,    0,   -1,10152,   62,    8,   68,   57,    7,    0,    1,    0,    0,    0
  240,20150109,   17,  240,   90,   80,  190,   91,     ,   70,    0,    0,    9,   12,10148,   57,    8,   87,   62,    7,    0,    1,    0,    0,    0
  240,20150109,   18,  230,   90,  110,  150,   94,   84,   87,    0,    0,   10,   33,10128,   30,    8,   95,   52,    7,    0,    1,    0,    0,    0
  240,20150109,   19,  240,  110,  110,  180,  101,     ,   94,    0,    0,   10,   18,10108,   33,    8,   95,   53,    7,    0,    1,    0,    0,    0
  240,20150109,   20,  240,  130,  140,  220,  115,     ,  102,    0,    0,    7,    5,10099,   59,    8,   92,   22,    7,    0,    1,    0,    0,    0
  240,20150109,   21,  240,  150,  150,  230,  120,     ,  106,    0,    0,    0,    0,10093,   60,    8,   91,    2,    7,    0,    0,    0,    0,    0
  240,20150109,   22,  240,  150,  150,  230,  120,     ,  107,    0,    0,    0,    0,10097,   59,    8,   92,   10,    7,    0,    0,    0,    0,    0
  240,20150109,   23,  240,  150,  140,  220,  124,     ,  105,    0,    0,    0,    0,10101,   60,    8,   88,     ,    5,    0,    0,    0,    0,    0
  240,20150109,   24,  240,  150,  150,  230,  123,   91,  101,    0,    0,    0,    0,10100,   59,    8,   86,   10,    7,    0,    0,    0,    0,    0
  240,20150110,    1,  240,  150,  150,  250,  120,     ,  102,    0,    0,    0,    0,10104,   59,    8,   89,   10,    7,    0,    0,    0,    0,    0
  240,20150110,    2,  240,  140,  140,  210,  118,     ,   98,    0,    0,    0,    0,10106,   61,    8,   88,     ,    5,    0,    0,    0,    0,    0
  240,20150110,    3,  240,  140,  150,  220,  122,     ,  101,    0,    0,    0,    0,10100,   63,    8,   87,     ,    5,    0,    0,    0,    0,    0
  240,20150110,    4,  230,  150,  160,  220,  120,     ,  103,    0,    0,    0,    0,10089,   67,    8,   89,     ,    5,    0,    0,    0,    0,    0
  240,20150110,    5,  230,  140,  130,  210,  115,     ,   98,    0,    0,    0,    0,10087,   65,    8,   89,     ,    5,    0,    0,    0,    0,    0
  240,20150110,    6,  230,  130,  130,  190,  114,  110,   93,    0,    0,    0,    0,10081,   67,    8,   87,     ,    5,    0,    0,    0,    0,    0
  240,20150110,    7,  230,  140,  140,  200,  114,     ,   90,    0,    0,    0,    0,10075,   63,    8,   85,     ,    5,    0,    0,    0,    0,    0
  240,20150110,    8,  230,  150,  160,  250,  118,     ,   88,    0,    0,    0,    0,10062,   68,    8,   82,     ,    5,    0,    0,    0,    0,    0
  240,20150110,    9,  230,  160,  180,  250,  121,     ,   90,    0,    4,    0,    0,10058,   69,    8,   81,     ,    5,    0,    0,    0,    0,    0
  240,20150110,   10,  230,  170,  180,  260,  118,     ,   91,    0,   11,    0,    0,10055,   61,    8,   84,     ,    5,    0,    0,    0,    0,    0
  240,20150110,   11,  240,  170,  170,  250,  121,     ,   98,    0,   21,    0,    0,10050,   60,    8,   86,     ,    5,    0,    0,    0,    0,    0
  240,20150110,   12,  240,  180,  170,  270,  108,  109,  103,    0,   19,    4,    6,10046,   30,    8,   97,   58,    7,    0,    1,    0,    0,    0
  240,20150110,   13,  280,  140,  110,  230,   91,     ,   59,    0,   22,    8,   35,10069,   60,    8,   80,   61,    7,    0,    1,    0,    0,    0
  240,20150110,   14,  290,  110,  140,  190,   88,     ,   37,    0,   21,    0,   -1,10084,   67,    8,   70,   23,    7,    0,    1,    0,    0,    0
  240,20150110,   15,  280,  130,  130,  180,   80,     ,   28,    2,   14,    0,    0,10100,   65,    8,   70,    2,    7,    0,    0,    0,    0,    0
  240,20150110,   16,  280,  130,  140,  200,   70,     ,   14,    2,    4,    0,    0,10109,   65,    6,   67,     ,    5,    0,    0,    0,    0,    0
  240,20150110,   17,  280,  130,  120,  210,   65,     ,   -1,    0,    0,    0,    0,10124,   66,    1,   63,     ,    5,    0,    0,    0,    0,    0
  240,20150110,   18,  280,  120,  110,  180,   64,   52,   -5,    0,    0,    0,    0,10135,   66,    6,   61,    3,    7,    0,    0,    0,    0,    0
  240,20150110,   19,  270,  110,  120,  170,   63,     ,   -9,    0,    0,    0,    0,10140,   67,    3,   60,     ,    5,    0,    0,    0,    0,    0
  240,20150110,   20,  270,  110,  110,  160,   60,     ,  -10,    0,    0,    0,    0,10139,   68,    2,   61,     ,    5,    0,    0,    0,    0,    0
  240,20150110,   21,  270,  110,  100,  160,   59,     ,  -10,    0,    0,    0,    0,10144,   70,    4,   61,     ,    5,    0,    0,    0,    0,    0
  240,20150110,   22,  270,  110,  110,  160,   57,     ,  -10,    0,    0,    0,    0,10145,   71,    4,   62,     ,    5,    0,    0,    0,    0,    0
  240,20150110,   23,  270,  110,  120,  170,   56,     ,   -9,    0,    0,    0,    0,10144,   71,    4,   63,     ,    5,    0,    0,    0,    0,    0
  240,20150110,   24,  270,  110,  110,  180,   55,   43,   -7,    0,    0,    0,    0,10139,   69,    4,   64,     ,    5,    0,    0,    0,    0,    0
  240,20150111,    1,  270,  110,  110,  170,   54,     ,   -5,    0,    0,    0,    0,10133,   69,    6,   66,     ,    5,    0,    0,    0,    0,    0
  240,20150111,    2,  260,  110,  110,  160,   51,     ,   -1,    0,    0,    0,    0,10129,   67,    6,   69,     ,    5,    0,    0,    0,    0,    0
  240,20150111,    3,  270,  110,  110,  160,   53,     ,    0,    0,    0,    0,    0,10126,   69,    7,   69,     ,    5,    0,    0,    0,    0,    0
  240,20150111,    4,  270,  120,  110,  170,   52,     ,    0,    0,    0,    0,    0,10122,   68,    6,   69,     ,    5,    0,    0,    0,    0,    0
  240,20150111,    5,  270,  120,  120,  170,   53,     ,    5,    0,    0,    0,    0,10122,   68,    7,   71,     ,    5,    0,    0,    0,    0,    0
  240,20150111,    6,  280,  130,  150,  200,   56,   41,    4,    0,    0,    0,    0,10124,   69,    8,   69,     ,    5,    0,    0,    0,    0,    0
  240,20150111,    7,  280,  130,  130,  190,   56,     ,   -1,    0,    0,    0,    0,10129,   72,    8,   67,     ,    5,    0,    0,    0,    0,    0
  240,20150111,    8,  280,  130,  130,  200,   55,     ,    5,    0,    0,    0,    0,10139,   68,    7,   70,     ,    5,    0,    0,    0,    0,    0
  240,20150111,    9,  280,  130,  140,  200,   58,     ,    8,    0,    7,    0,    0,10150,   68,    8,   70,     ,    5,    0,    0,    0,    0,    0
  240,20150111,   10,  280,  130,  130,  190,   62,     ,    9,    3,   32,    0,    0,10157,   68,    7,   69,     ,    5,    0,    0,    0,    0,    0
  240,20150111,   11,  280,  130,  120,  200,   68,     ,   12,    7,   66,    0,    0,10167,   68,    8,   67,     ,    5,    0,    0,    0,    0,    0
  240,20150111,   12,  280,  140,  140,  200,   69,   48,   17,    3,   60,    0,    0,10173,   65,    8,   69,     ,    5,    0,    0,    0,    0,    0
  240,20150111,   13,  280,  130,  120,  200,   69,     ,   19,    8,   66,    0,    0,10178,   63,    3,   70,     ,    5,    0,    0,    0,    0,    0
  240,20150111,   14,  270,  130,  120,  190,   69,     ,   16,    0,   35,    0,    0,10179,   65,    7,   69,     ,    5,    0,    0,    0,    0,    0
  240,20150111,   15,  270,  110,  110,  180,   70,     ,   22,    0,   12,    0,    0,10183,   63,    8,   71,     ,    5,    0,    0,    0,    0,    0
  240,20150111,   16,  260,  100,  100,  140,   71,     ,   25,    0,    3,    0,    0,10187,   62,    8,   72,     ,    5,    0,    0,    0,    0,    0
  240,20150111,   17,  260,  110,  110,  160,   71,     ,   30,    0,    0,    0,   -1,10189,   60,    8,   75,   51,    7,    0,    1,    0,    0,    0
  240,20150111,   18,  260,  120,  100,  180,   75,   63,   27,    0,    0,    0,   -1,10190,   63,    8,   72,   23,    7,    0,    1,    0,    0,    0
  240,20150111,   19,  250,  110,  100,  160,   78,     ,   29,    0,    0,    0,    0,10189,   63,    8,   71,     ,    5,    0,    0,    0,    0,    0
  240,20150111,   20,  250,  100,  100,  160,   77,     ,   38,    0,    0,    0,   -1,10189,   61,    8,   76,   51,    7,    0,    1,    0,    0,    0
  240,20150111,   21,  240,  110,  110,  150,   78,     ,   44,    0,    0,    0,   -1,10183,   61,    8,   79,   22,    7,    0,    1,    0,    0,    0
  240,20150111,   22,  250,  110,  110,  160,   80,     ,   41,    0,    0,    0,    0,10183,   62,    8,   76,     ,    5,    0,    0,    0,    0,    0
  240,20150111,   23,  250,  110,  120,  170,   80,     ,   42,    0,    0,    0,   -1,10181,   64,    8,   77,   23,    7,    0,    1,    0,    0,    0
  240,20150111,   24,  240,  110,  110,  170,   80,   68,   43,    0,    0,    0,    0,10175,   64,    2,   77,    1,    7,    0,    0,    0,    0,    0
  240,20150112,    1,  240,  100,  100,  160,   79,     ,   41,    0,    0,    0,    0,10166,   66,    7,   77,     ,    5,    0,    0,    0,    0,    0
  240,20150112,    2,  240,  100,  100,  170,   80,     ,   41,    0,    0,    0,    0,10163,   67,    8,   76,     ,    5,    0,    0,    0,    0,    0
  240,20150112,    3,  230,  100,  100,  150,   77,     ,   43,    0,    0,    0,    0,10158,   65,    7,   79,     ,    5,    0,    0,    0,    0,    0
  240,20150112,    4,  230,  100,  110,  150,   82,     ,   45,    0,    0,    0,    0,10149,   67,    8,   77,     ,    5,    0,    0,    0,    0,    0
  240,20150112,    5,  230,  110,  110,  160,   87,     ,   41,    0,    0,    0,    0,10136,   68,    8,   73,     ,    5,    0,    0,    0,    0,    0
  240,20150112,    6,  230,  100,  110,  180,   86,   71,   51,    0,    0,    0,    0,10133,   68,    8,   79,     ,    5,    0,    0,    0,    0,    0
  240,20150112,    7,  220,  110,  110,  180,   82,     ,   62,    0,    0,    0,    0,10123,   60,    8,   87,     ,    5,    0,    0,    0,    0,    0
  240,20150112,    8,  220,  110,  110,  180,   80,     ,   63,    0,    0,    0,   -1,10122,   63,    8,   89,   23,    7,    0,    1,    0,    0,    0
  240,20150112,    9,  220,  120,  140,  180,   85,     ,   64,    0,    3,    3,    1,10118,   63,    8,   87,   22,    7,    0,    1,    0,    0,    0
  240,20150112,   10,  230,  140,  150,  210,   93,     ,   61,    0,    8,    0,    0,10112,   63,    8,   80,     ,    5,    0,    0,    0,    0,    0
  240,20150112,   11,  230,  140,  150,  220,   96,     ,   61,    0,   19,    0,    0,10108,   65,    8,   79,     ,    5,    0,    0,    0,    0,    0
  240,20150112,   12,  230,  140,  150,  200,   99,   75,   62,    0,   25,    0,    0,10100,   65,    8,   78,    2,    7,    0,    0,    0,    0,    0
  240,20150112,   13,  230,  150,  150,  220,  103,     ,   64,    0,   25,    0,    0,10093,   69,    8,   77,     ,    5,    0,    0,    0,    0,    0
  240,20150112,   14,  230,  150,  150,  220,  101,     ,   66,    0,   17,    0,    0,10092,   75,    8,   79,     ,    5,    0,    0,    0,    0,    0
  240,20150112,   15,  230,  150,  150,  220,  104,     ,   68,    0,   10,    0,    0,10087,   74,    8,   78,     ,    5,    0,    0,    0,    0,    0
