# BRON: KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)
# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van uurwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde reeks maandtemperaturen van De Bilt <http://www.knmi.nl/klimatologie/onderzoeksgegevens/homogeen_260/index.html> of de Centraal Nederland Temperatuur <http://www.knmi.nl/klimatologie/onderzoeksgegevens/CNT/>.
# 
# 
# STN      LON(east)   LAT(north)     ALT(m)  NAME
# 240:         4.774       52.301      -4.40  SCHIPHOL
# 
# YYYYMMDD = datum (YYYY=jaar,MM=maand,DD=dag); 
# HH       = tijd (HH=uur, UT.12 UT=13 MET, 14 MEZT. Uurvak 05 loopt van 04.00 UT tot 5.00 UT; 
# DD       = Windrichting (in graden) gemiddeld over de laatste 10 minuten van het afgelopen uur (360=noord, 90=oost, 180=zuid, 270=west, 0=windstil 990=veranderlijk. Zie http://www.knmi.nl/kennis-en-datacentrum/achtergrond/klimatologische-brochures-en-boeken; 
# FH       = Uurgemiddelde windsnelheid (in 0.1 m/s). Zie http://www.knmi.nl/kennis-en-datacentrum/achtergrond/klimatologische-brochures-en-boeken; 
# FF       = Windsnelheid (in 0.1 m/s) gemiddeld over de laatste 10 minuten van het afgelopen uur; 
# FX       = Hoogste windstoot (in 0.1 m/s) over het afgelopen uurvak; 
# T        = Temperatuur (in 0.1 graden Celsius) op 1.50 m hoogte tijdens de waarneming; 
# T10N     = Minimumtemperatuur (in 0.1 graden Celsius) op 10 cm hoogte in de afgelopen 6 uur; 
# TD       = Dauwpuntstemperatuur (in 0.1 graden Celsius) op 1.50 m hoogte tijdens de waarneming; 
# SQ       = Duur van de zonneschijn (in 0.1 uren) per uurvak, berekend uit globale straling  (-1 for <0.05 uur); 
# Q        = Globale straling (in J/cm2) per uurvak; 
# DR       = Duur van de neerslag (in 0.1 uur) per uurvak; 
# RH       = Uursom van de neerslag (in 0.1 mm) (-1 voor <0.05 mm); 
# P        = Luchtdruk (in 0.1 hPa) herleid naar zeeniveau, tijdens de waarneming; 
# VV       = Horizontaal zicht tijdens de waarneming (0=minder dan 100m, 1=100-200m, 2=200-300m,..., 49=4900-5000m, 50=5-6km, 56=6-7km, 57=7-8km, ..., 79=29-30km, 80=30-35km, 81=35-40km,..., 89=meer dan 70km); 
# N        = Bewolking (bedekkingsgraad van de bovenlucht in achtsten), tijdens de waarneming (9=bovenlucht onzichtbaar); 
# U        = Relatieve vochtigheid (in procenten) op 1.50 m hoogte tijdens de waarneming; 
# WW       = Weercode (00-99), visueel(WW) of automatisch(WaWa) waargenomen, voor het actuele weer of het weer in het afgelopen uur. Zie http://bibliotheek.knmi.nl/scholierenpdf/weercodes_Nederland; 
# IX       = Weercode indicator voor de wijze van waarnemen op een bemand of automatisch station (1=bemand gebruikmakend van code uit visuele waarnemingen, 2,3=bemand en weggelaten (geen belangrijk weersverschijnsel, geen gegevens), 4=automatisch en opgenomen (gebruikmakend van code uit visuele waarnemingen), 5,6=automatisch en weggelaten (geen belangrijk weersverschijnsel, geen gegevens), 7=automatisch gebruikmakend van code uit automatische waarnemingen); 
# M        = Mist 0=niet voorgekomen, 1=wel voorgekomen in het voorgaande uur en/of tijdens de waarneming; 
# R        = Regen 0=niet voorgekomen, 1=wel voorgekomen in het voorgaande uur en/of tijdens de waarneming; 
# S        = Sneeuw 0=niet voorgekomen, 1=wel voorgekomen in het voorgaande uur en/of tijdens de waarneming; 
# O        = Onweer 0=niet voorgekomen, 1=wel voorgekomen in het voorgaande uur en/of tijdens de waarneming; 
# Y        = IJsvorming 0=niet voorgekomen, 1=wel voorgekomen in het voorgaande uur en/of tijdens de waarneming; 
# 
# STN,YYYYMMDD,   HH,   DD,   FH,   FF,   FX,    T,  T10,   TD,   SQ,    Q,   DR,   RH,    P,   VV,    N,    U,   WW,   IX,    M,    R,    S,    O,    Y
# 
  240,20141201,    1,   70,   50,   50,   80,   19,     ,    2,    0,    0,    0,    0,10136,   59,    8,   88,   10,    7,    0,    0,    0,    0,    0
  240,20141201,    2,   50,   60,   70,   90,   17,     ,    0,    0,    0,    0,    0,10134,   59,    8,   88,   10,    7,    0,    0,    0,    0,    0
  240,20141201,    3,   60,   50,   60,   80,   17,     ,   -1,    0,    0,    0,    0,10132,   60,    8,   88,     ,    5,    0,    0,    0,    0,    0
  240,20141201,    4,   70,   60,   60,   90,   16,     ,   -3,    0,    0,    0,    0,10135,   61,    8,   87,     ,    5,    0,    0,    0,    0,    0
  240,20141201,    5,   70,   60,   50,   90,   14,     ,   -4,    0,    0,    0,    0,10136,   59,    8,   88,   10,    7,    0,    0,    0,    0,    0
  240,20141201,    6,   80,   50,   60,   90,   13,   12,   -4,    0,    0,    0,    0,10133,   58,    8,   88,   10,    7,    0,    0,    0,    0,    0
  240,20141201,    7,   80,   60,   60,   90,   14,     ,   -3,    0,    0,    0,    0,10138,   57,    8,   88,   10,    7,    0,    0,    0,    0,    0
  240,20141201,    8,   80,   50,   60,   80,   14,     ,   -2,    0,    1,    0,    0,10141,   57,    8,   89,   10,    7,    0,    0,    0,    0,    0
  240,20141201,    9,   80,   60,   40,   90,   15,     ,   -1,    0,    3,    0,    0,10139,   56,    8,   89,   10,    7,    0,    0,    0,    0,    0
  240,20141201,   10,   80,   50,   50,   80,   15,     ,   -2,    0,    6,    0,    0,10146,   56,    8,   88,   10,    7,    0,    0,    0,    0,    0
  240,20141201,   11,   70,   50,   50,   70,   17,     ,    1,    0,   10,    0,    0,10141,   50,    8,   89,   10,    7,    0,    0,    0,    0,    0
  240,20141201,   12,   80,   50,   60,   80,   16,   12,   -1,    0,   11,    0,    0,10134,   50,    8,   88,   10,    7,    0,    0,    0,    0,    0
  240,20141201,   13,   90,   50,   40,   80,   17,     ,   -3,    0,   11,    0,    0,10132,   50,    8,   87,   10,    7,    0,    0,    0,    0,    0
  240,20141201,   14,   90,   50,   60,  100,   17,     ,   -3,    0,    8,    0,    0,10131,   56,    8,   87,   10,    7,    0,    0,    0,    0,    0
  240,20141201,   15,   80,   50,   60,   80,   17,     ,   -4,    0,    4,    0,    0,10134,   50,    8,   86,   10,    7,    0,    0,    0,    0,    0
  240,20141201,   16,   80,   50,   40,   80,   17,     ,   -3,    0,    1,    0,    0,10135,   50,    8,   87,   10,    7,    0,    0,    0,    0,    0
  240,20141201,   17,   70,   40,   40,   60,   17,     ,   -3,    0,    0,    0,    0,10133,   50,    8,   87,   10,    7,    0,    0,    0,    0,    0
  240,20141201,   18,   80,   50,   50,   80,   14,   13,   -6,    0,    0,    0,    0,10132,   50,    8,   86,   10,    7,    0,    0,    0,    0,    0
  240,20141201,   19,   70,   40,   40,   70,   13,     ,   -5,    0,    0,    0,    0,10136,   56,    8,   88,   10,    7,    0,    0,    0,    0,    0
  240,20141201,   20,   70,   30,   30,   60,   13,     ,   -8,    0,    0,    0,    0,10139,   56,    8,   86,   10,    7,    0,    0,    0,    0,    0
  240,20141201,   21,   60,   30,   40,   60,   13,     ,   -7,    0,    0,    0,    0,10137,   56,    8,   86,   10,    7,    0,    0,    0,    0,    0
  240,20141201,   22,   70,   30,   30,   60,   15,     ,   -3,    0,    0,    0,    0,10138,   56,    8,   88,   10,    7,    0,    0,    0,    0,    0
  240,20141201,   23,   80,   40,   40,   50,   13,     ,   -5,    0,    0,    0,    0,10137,   50,    8,   88,   10,    7,    0,    0,    0,    0,    0
  240,20141201,   24,   70,   40,   40,   60,   10,   10,   -6,    0,    0,    0,    0,10134,   50,    8,   89,   10,    7,    0,    0,    0,    0,    0
  240,20141202,    1,   70,   30,   30,   50,    8,     ,  -10,    0,    0,    0,    0,10135,   50,    8,   88,   10,    7,    0,    0,    0,    0,    0
  240,20141202,    2,   70,   30,   30,   50,    9,     ,   -8,    0,    0,    0,    0,10136,   50,    8,   88,   10,    7,    0,    0,    0,    0,    0
  240,20141202,    3,   80,   30,   20,   40,    5,     ,   -8,    0,    0,    0,    0,10137,   41,    8,   91,   10,    7,    0,    0,    0,    0,    0
  240,20141202,    4,   70,   20,   20,   30,    4,     ,   -4,    0,    0,    0,    0,10139,   22,    8,   94,   10,    7,    0,    0,    0,    0,    0
  240,20141202,    5,   90,   20,   20,   30,    3,     ,   -4,    0,    0,    0,    0,10140,   22,    8,   95,   10,    7,    0,    0,    0,    0,    0
  240,20141202,    6,   80,   20,   10,   40,    4,    3,   -1,    0,    0,    0,    0,10139,   24,    8,   96,   10,    7,    0,    0,    0,    0,    0
  240,20141202,    7,   80,   20,   20,   30,    5,     ,   -2,    0,    0,    0,    0,10143,   23,    8,   95,   10,    7,    0,    0,    0,    0,    0
  240,20141202,    8,   80,   20,   30,   40,    6,     ,    0,    0,    1,    0,    0,10149,   20,    8,   96,   10,    7,    0,    0,    0,    0,    0
  240,20141202,    9,   90,   30,   30,   50,    6,     ,    0,    0,    5,    0,    0,10152,   23,    8,   96,   10,    7,    0,    0,    0,    0,    0
  240,20141202,   10,   70,   30,   30,   60,    7,     ,   -3,    0,   10,    0,    0,10156,   31,    8,   93,   10,    7,    0,    0,    0,    0,    0
  240,20141202,   11,   30,   30,   30,   60,   11,     ,    1,    0,   13,    0,    0,10156,   36,    8,   93,   10,    7,    0,    0,    0,    0,    0
  240,20141202,   12,   30,   30,   30,   60,   13,    4,   -2,    0,   16,    0,    0,10157,   41,    8,   90,   10,    7,    0,    0,    0,    0,    0
  240,20141202,   13,   30,   40,   50,   70,   12,     ,   -2,    0,   14,    0,    0,10160,   39,    8,   90,   10,    7,    0,    0,    0,    0,    0
  240,20141202,   14,   30,   50,   40,   70,   12,     ,    0,    0,    7,    0,    0,10164,   32,    8,   92,   10,    7,    0,    0,    0,    0,    0
  240,20141202,   15,   30,   50,   50,   80,   12,     ,    0,    0,    4,    0,    0,10168,   32,    8,   92,   10,    7,    0,    0,    0,    0,    0
  240,20141202,   16,   30,   50,   60,   80,   14,     ,   -1,    0,    1,    0,    0,10173,   45,    8,   90,   10,    7,    0,    0,    0,    0,    0
  240,20141202,   17,   50,   50,   50,   90,   16,     ,   -3,    0,    0,    0,    0,10175,   56,    8,   87,   10,    7,    0,    0,    0,    0,    0
  240,20141202,   18,   50,   50,   50,   90,   19,   11,    1,    0,    0,    0,    0,10181,   50,    8,   88,   10,    7,    0,    0,    0,    0,    0
  240,20141202,   19,   40,   50,   50,   80,   20,     ,    1,    0,    0,    0,    0,10190,   50,    8,   87,   10,    7,    0,    0,    0,    0,    0
  240,20141202,   20,   40,   50,   50,   80,   21,     ,    0,    0,    0,    0,    0,10195,   57,    8,   86,   10,    7,    0,    0,    0,    0,    0
  240,20141202,   21,   50,   50,   40,  100,   20,     ,    1,    0,    0,    0,    0,10199,   56,    8,   87,   10,    7,    0,    0,    0,    0,    0
  240,20141202,   22,   50,   40,   40,   70,   22,     ,    1,    0,    0,    0,    0,10205,   56,    8,   86,   10,    7,    0,    0,    0,    0,    0
  240,20141202,   23,   70,   40,   40,   60,   21,     ,   -1,    0,    0,    0,    0,10209,   56,    8,   85,   10,    7,    0,    0,    0,    0,    0
  240,20141202,   24,   80,   30,   20,   60,   10,   -2,   -9,    0,    0,    0,    0,10207,   56,    6,   87,   10,    7,    0,    0,    0,    0,    0
  240,20141203,    1,   40,   20,   20,   40,   11,     ,   -6,    0,    0,    0,    0,10210,   50,    8,   88,   10,    7,    0,    0,    0,    0,    0
  240,20141203,    2,  340,   10,   10,   30,   13,     ,    0,    0,    0,    0,    0,10211,   50,    8,   91,   10,    7,    0,    0,    0,    0,    0
  240,20141203,    3,  320,   20,   10,   30,   15,     ,    5,    0,    0,    0,    0,10214,   50,    8,   93,   10,    7,    0,    0,    0,    0,    0
  240,20141203,    4,   20,   20,   30,   40,   21,     ,    4,    0,    0,    0,    0,10214,   50,    8,   88,   10,    7,    0,    0,    0,    0,    0
  240,20141203,    5,   20,   30,   20,   40,   22,     ,    5,    0,    0,    0,    0,10212,   49,    8,   88,   10,    7,    0,    0,    0,    0,    0
  240,20141203,    6,   50,   30,   30,   50,   24,  -17,    4,    0,    0,    0,    0,10215,   50,    8,   87,   10,    7,    0,    0,    0,    0,    0
  240,20141203,    7,   50,   40,   50,   80,   23,     ,    0,    0,    0,    0,    0,10220,   50,    8,   85,   10,    7,    0,    0,    0,    0,    0
  240,20141203,    8,   50,   70,   80,  130,   16,     ,  -12,    0,    1,    0,    0,10225,   56,    8,   82,   10,    7,    0,    0,    0,    0,    0
  240,20141203,    9,   60,   80,   70,  120,   12,     ,  -14,    0,    4,    0,    0,10230,   56,    8,   83,   10,    7,    0,    0,    0,    0,    0
  240,20141203,   10,   60,   80,   80,  120,    4,     ,  -19,    0,   10,    0,    0,10234,   50,    8,   84,   10,    7,    0,    0,    0,    0,    0
  240,20141203,   11,   60,   80,   70,  120,   -3,     ,  -27,    0,   16,    0,    0,10234,   50,    8,   82,   10,    7,    0,    0,    0,    0,    0
  240,20141203,   12,   60,   80,   80,  120,   -8,   -8,  -30,    0,   14,    0,    0,10234,   48,    8,   83,   10,    7,    0,    0,    0,    0,    0
  240,20141203,   13,   60,   80,   70,  120,  -12,     ,  -37,    0,   15,    0,    0,10234,   50,    8,   81,   10,    7,    0,    0,    0,    0,    0
  240,20141203,   14,   60,   70,   70,  120,  -10,     ,  -33,    0,   10,    0,    0,10230,   50,    8,   82,   10,    7,    0,    0,    0,    0,    0
  240,20141203,   15,   60,   60,   60,  110,  -12,     ,  -36,    0,    5,    0,    0,10229,   50,    8,   82,   10,    7,    0,    0,    0,    0,    0
  240,20141203,   16,   60,   60,   70,  110,   -9,     ,  -34,    0,    1,    0,    0,10230,   50,    8,   81,   10,    7,    0,    0,    0,    0,    0
  240,20141203,   17,   70,   50,   50,  100,   -8,     ,  -31,    0,    0,    0,    0,10228,   56,    8,   83,   10,    7,    0,    0,    0,    0,    0
  240,20141203,   18,   50,   60,   80,  110,   -7,  -13,  -35,    0,    0,    0,    0,10228,   58,    8,   79,    4,    7,    0,    0,    0,    0,    0
  240,20141203,   19,   80,   60,   60,  100,  -13,     ,  -39,    0,    0,    0,    0,10227,   58,    8,   80,   10,    7,    0,    0,    0,    0,    0
  240,20141203,   20,   60,   60,   60,  100,  -18,     ,  -41,    0,    0,    0,    0,10227,   56,    8,   82,   10,    7,    0,    0,    0,    0,    0
  240,20141203,   21,  100,   50,   40,   90,  -22,     ,  -41,    0,    0,    0,    0,10226,   46,    8,   85,   10,    7,    0,    0,    0,    0,    0
  240,20141203,   22,   70,   50,   50,   80,  -24,     ,  -40,    0,    0,    0,    0,10225,   41,    8,   87,   10,    7,    0,    0,    0,    0,    0
  240,20141203,   23,   80,   50,   50,   70,  -26,     ,  -40,    0,    0,    0,    0,10223,   39,    8,   89,   10,    7,    0,    0,    0,    0,    0
  240,20141203,   24,   80,   40,   40,   60,  -24,  -25,  -39,    0,    0,    0,    0,10218,   36,    8,   88,   10,    7,    0,    0,    0,    0,    0
  240,20141204,    1,   70,   40,   40,   50,  -22,     ,  -37,    0,    0,    0,    0,10210,   36,    8,   88,   10,    7,    0,    0,    0,    0,    0
  240,20141204,    2,   70,   50,   50,   70,  -16,     ,  -36,    0,    0,    0,    0,10205,   50,    8,   85,   10,    7,    0,    0,    0,    0,    0
  240,20141204,    3,   80,   50,   40,   80,  -17,     ,  -35,    0,    0,    0,    0,10203,   49,    8,   86,   10,    7,    0,    0,    0,    0,    0
  240,20141204,    4,   80,   40,   30,   60,  -17,     ,  -34,    0,    0,    0,    0,10198,   43,    8,   87,   10,    7,    0,    0,    0,    0,    0
  240,20141204,    5,   80,   40,   30,   60,  -17,     ,  -35,    0,    0,    0,    0,10193,   41,    8,   86,   10,    7,    0,    0,    0,    0,    0
  240,20141204,    6,   70,   30,   30,   50,  -16,  -24,  -32,    0,    0,    0,    0,10190,   42,    8,   87,   10,    7,    0,    0,    0,    0,    0
  240,20141204,    7,   80,   40,   40,   70,  -15,     ,  -33,    0,    0,    0,    0,10187,   45,    8,   86,   10,    7,    0,    0,    0,    0,    0
  240,20141204,    8,   70,   40,   40,   80,  -11,     ,  -30,    0,    1,    0,    0,10188,   44,    8,   85,   10,    7,    0,    0,    0,    0,    0
  240,20141204,    9,   70,   40,   40,   60,   -6,     ,  -26,    0,   10,    0,    0,10185,   45,    8,   85,   10,    7,    0,    0,    0,    0,    0
  240,20141204,   10,   80,   30,   30,   70,   -3,     ,  -24,    0,   21,    0,    0,10181,   47,    8,   84,   10,    7,    0,    0,    0,    0,    0
  240,20141204,   11,   60,   30,   30,   60,    2,     ,  -19,    0,   22,    0,    0,10176,   47,    8,   86,   10,    7,    0,    0,    0,    0,    0
  240,20141204,   12,   90,   30,   30,   60,    4,  -16,  -19,    0,   20,    0,    0,10170,   50,    8,   84,   10,    7,    0,    0,    0,    0,    0
  240,20141204,   13,   90,   30,   30,   60,    4,     ,  -17,    0,   13,    0,    0,10167,   50,    8,   86,   10,    7,    0,    0,    0,    0,    0
  240,20141204,   14,   80,   20,   20,   50,    5,     ,  -15,    0,    6,    0,    0,10163,   50,    8,   86,   10,    7,    0,    0,    0,    0,    0
  240,20141204,   15,  100,   20,   20,   30,    7,     ,  -13,    0,    6,    0,   -1,10161,   50,    8,   86,   22,    7,    0,    1,    0,    0,    0
  240,20141204,   16,   80,   20,   20,   30,    7,     ,  -12,    0,    1,    0,    0,10162,   50,    8,   87,   10,    7,    0,    0,    0,    0,    0
  240,20141204,   17,  100,   20,   20,   30,    6,     ,   -7,    0,    0,    0,    0,10162,   38,    8,   91,   10,    7,    0,    0,    0,    0,    0
  240,20141204,   18,  120,   20,   20,   30,    7,    5,   -9,    0,    0,    0,    0,10161,   40,    8,   89,   10,    7,    0,    0,    0,    0,    0
  240,20141204,   19,  100,   20,   10,   30,    8,     ,   -5,    0,    0,    0,    0,10163,   40,    8,   91,   10,    7,    0,    0,    0,    0,    0
  240,20141204,   20,  130,   20,   20,   40,    9,     ,   -6,    0,    0,    0,    0,10164,   41,    8,   90,   10,    7,    0,    0,    0,    0,    0
  240,20141204,   21,  160,   20,   20,   30,    9,     ,   -5,    0,    0,    0,    0,10164,   41,    8,   90,   10,    7,    0,    0,    0,    0,    0
  240,20141204,   22,  170,   20,   20,   40,   12,     ,   -2,    0,    0,    0,    0,10166,   43,    8,   90,   10,    7,    0,    0,    0,    0,    0
  240,20141204,   23,  170,   20,   20,   30,   13,     ,   -1,    0,    0,    0,    0,10167,   45,    8,   90,   10,    7,    0,    0,    0,    0,    0
  240,20141204,   24,  180,   20,   20,   30,   13,    6,    2,    0,    0,    0,    0,10167,   41,    8,   92,   10,    7,    0,    0,    0,    0,    0
  240,20141205,    1,  160,   30,   40,   50,   14,     ,    2,    0,    0,    0,    0,10167,   40,    8,   92,   10,    7,    0,    0,    0,    0,    0
  240,20141205,    2,  170,   30,   30,   60,   17,     ,    3,    0,    0,    0,    0,10169,   41,    8,   90,   10,    7,    0,    0,    0,    0,    0
  240,20141205,    3,  160,   30,   30,   40,   18,     ,    6,    0,    0,    0,    0,10168,   39,    8,   92,   10,    7,    0,    0,    0,    0,    0
  240,20141205,    4,  170,   40,   40,   50,   21,     ,    9,    0,    0,    0,    0,10167,   39,    8,   92,   10,    7,    0,    0,    0,    0,    0
  240,20141205,    5,  160,   30,   40,   50,   23,     ,   10,    0,    0,    0,    0,10167,   47,    8,   91,   10,    7,    0,    0,    0,    0,    0
  240,20141205,    6,  190,   40,   40,   50,   24,   12,    9,    0,    0,    0,    0,10169,   48,    8,   90,   10,    7,    0,    0,    0,    0,    0
  240,20141205,    7,  190,   40,   40,   60,   24,     ,    9,    0,    0,    0,    0,10169,   50,    8,   90,   10,    7,    0,    0,    0,    0,    0
  240,20141205,    8,  180,   40,   40,   50,   24,     ,   10,    0,    2,    0,    0,10171,   50,    8,   90,   10,    7,    0,    0,    0,    0,    0
  240,20141205,    9,  180,   40,   40,   60,   30,     ,   15,    7,   18,    0,    0,10175,   50,    8,   90,   10,    7,    0,    0,    0,    0,    0
  240,20141205,   10,  180,   40,   40,   60,   39,     ,   18,    0,   29,    0,    0,10177,   56,    8,   86,   10,    7,    0,    0,    0,    0,    0
  240,20141205,   11,  190,   50,   50,   60,   46,     ,   22,    0,   43,    0,    0,10173,   57,    8,   84,   10,    7,    0,    0,    0,    0,    0
  240,20141205,   12,  200,   50,   50,   80,   48,   20,   22,    0,   35,    0,    0,10170,   58,    8,   83,   10,    7,    0,    0,    0,    0,    0
  240,20141205,   13,  190,   50,   60,   80,   46,     ,   23,    0,   21,    0,    0,10167,   58,    8,   85,   10,    7,    0,    0,    0,    0,    0
  240,20141205,   14,  190,   50,   50,   70,   47,     ,   26,    0,   12,    0,   -1,10164,   57,    8,   86,   22,    7,    0,    1,    0,    0,    0
  240,20141205,   15,  180,   40,   40,   60,   45,     ,   30,    0,    6,    0,   -1,10165,   56,    8,   90,   51,    7,    0,    1,    0,    0,    0
  240,20141205,   16,  190,   40,   50,   60,   47,     ,   35,    0,    1,    0,   -1,10163,   50,    8,   92,   22,    7,    0,    1,    0,    0,    0
  240,20141205,   17,  200,   50,   50,   70,   48,     ,   39,    0,    0,    0,    0,10165,   46,    8,   94,   10,    7,    0,    0,    0,    0,    0
  240,20141205,   18,  190,   40,   30,   70,   47,   42,   42,    0,    0,    0,   -1,10167,   39,    8,   97,   23,    7,    0,    1,    0,    0,    0
  240,20141205,   19,  180,   30,   20,   40,   48,     ,   44,    0,    0,    0,    0,10170,   48,    8,   97,   10,    7,    0,    0,    0,    0,    0
  240,20141205,   20,  180,   10,   20,   30,   53,     ,   45,    0,    0,    4,    1,10174,   50,    8,   95,   81,    7,    0,    1,    0,    0,    0
  240,20141205,   21,  190,   20,   30,   40,   52,     ,   47,    0,    0,    0,   -1,10176,   49,    8,   97,   23,    7,    0,    1,    0,    0,    0
  240,20141205,   22,  180,   20,   30,   40,   46,     ,   42,    0,    0,    0,   -1,10180,   50,    5,   97,   23,    7,    0,    1,    0,    0,    0
  240,20141205,   23,  190,   30,   20,   40,   36,     ,   33,    0,    0,    0,    0,10184,   50,    5,   98,   10,    7,    0,    0,    0,    0,    0
  240,20141205,   24,  220,   20,   10,   30,   37,   18,   34,    0,    0,    0,    0,10189,   50,    8,   98,   10,    7,    0,    0,    0,    0,    0
  240,20141206,    1,  300,   10,   20,   30,   38,     ,   33,    0,    0,    2,    1,10193,   50,    8,   97,   81,    7,    0,    1,    0,    0,    0
  240,20141206,    2,  320,   20,   20,   40,   57,     ,   52,    0,    0,    9,   10,10199,   62,    8,   97,   81,    7,    0,    1,    0,    0,    0
  240,20141206,    3,  300,   20,   10,   50,   56,     ,   51,    0,    0,    4,    4,10203,   65,    8,   97,   23,    7,    0,    1,    0,    0,    0
  240,20141206,    4,  300,   20,   20,   30,   37,     ,   33,    0,    0,    0,    0,10208,   65,    7,   97,     ,    5,    0,    0,    0,    0,    0
  240,20141206,    5,  290,   20,   20,   20,   43,     ,   37,    0,    0,    0,    0,10213,   65,    8,   96,     ,    5,    0,    0,    0,    0,    0
  240,20141206,    6,  290,   20,   20,   20,   39,   12,   35,    0,    0,    0,   -1,10218,   65,    6,   97,   23,    7,    0,    1,    0,    0,    0
  240,20141206,    7,  320,   20,   20,   40,   41,     ,   35,    0,    0,    6,    3,10226,   65,    7,   96,   23,    7,    0,    1,    0,    0,    0
  240,20141206,    8,  300,   20,   20,   30,   25,     ,   21,    0,    2,    0,    0,10234,   64,    0,   97,     ,    5,    0,    0,    0,    0,    0
  240,20141206,    9,  320,   20,   30,   70,   46,     ,   38,   10,   27,    0,    0,10241,   65,    1,   95,    3,    7,    0,    0,    0,    0,    0
  240,20141206,   10,  330,   30,   20,   60,   73,     ,   51,   10,   60,    0,    0,10247,   70,    0,   86,     ,    5,    0,    0,    0,    0,    0
  240,20141206,   11,  330,   30,   30,   50,   80,     ,   54,    5,   56,    0,    0,10247,   70,    8,   84,     ,    5,    0,    0,    0,    0,    0
  240,20141206,   12,  350,   20,   20,   40,   83,    1,   51,    3,   56,    0,    0,10248,   75,    8,   80,    2,    7,    0,    0,    0,    0,    0
  240,20141206,   13,  330,   20,   30,   50,   87,     ,   48,    8,   69,    0,    0,10247,   75,    3,   76,     ,    5,    0,    0,    0,    0,    0
  240,20141206,   14,  320,   20,   20,   40,   83,     ,   46,    8,   50,    0,    0,10246,   75,    1,   77,     ,    5,    0,    0,    0,    0,    0
  240,20141206,   15,  310,   20,   20,   30,   61,     ,   40,    8,   29,    0,    0,10250,   70,    3,   86,     ,    5,    0,    0,    0,    0,    0
  240,20141206,   16,  270,   20,   10,   30,   45,     ,   31,    0,    2,    0,    0,10252,   65,    2,   91,     ,    5,    0,    0,    0,    0,    0
  240,20141206,   17,  270,   20,   20,   20,   34,     ,   29,    0,    0,    0,    0,10255,   65,    4,   97,     ,    5,    0,    0,    0,    0,    0
  240,20141206,   18,  290,   10,   10,   20,   30,  -12,   21,    0,    0,    0,    0,10255,   65,    4,   94,     ,    5,    0,    0,    0,    0,    0
  240,20141206,   19,  210,   10,   10,   20,   25,     ,   21,    0,    0,    0,    0,10253,   65,    0,   97,     ,    5,    0,    0,    0,    0,    0
  240,20141206,   20,  180,   20,   20,   30,    9,     ,    5,    0,    0,    0,    0,10251,   65,    1,   97,     ,    5,    0,    0,    0,    0,    0
  240,20141206,   21,  200,   30,   30,   40,    9,     ,    2,    0,    0,    0,    0,10248,   65,    0,   95,     ,    5,    0,    0,    0,    0,    0
  240,20141206,   22,  170,   30,   20,   40,   13,     ,    7,    0,    0,    0,    0,10243,   63,    7,   96,     ,    5,    0,    0,    0,    0,    0
  240,20141206,   23,  190,   40,   40,   50,   17,     ,   11,    0,    0,    0,    0,10238,   65,    1,   96,     ,    5,    0,    0,    0,    0,    0
  240,20141206,   24,  210,   30,   30,   50,   15,  -27,    9,    0,    0,    0,    0,10236,   65,    8,   96,     ,    5,    0,    0,    0,    0,    0
  240,20141207,    1,  200,   40,   40,   50,    8,     ,    1,    0,    0,    0,    0,10228,   65,    0,   95,     ,    5,    0,    0,    0,    0,    0
  240,20141207,    2,  200,   40,   40,   50,    9,     ,    2,    0,    0,    0,    0,10221,   65,    0,   95,     ,    5,    0,    0,    0,    0,    0
  240,20141207,    3,  210,   40,   40,   60,   17,     ,    6,    0,    0,    0,    0,10215,   65,    0,   92,     ,    5,    0,    0,    0,    0,    0
  240,20141207,    4,  200,   50,   60,   70,   27,     ,   13,    0,    0,    0,    0,10205,   70,    0,   90,     ,    5,    0,    0,    0,    0,    0
  240,20141207,    5,  190,   50,   40,   70,   22,     ,   11,    0,    0,    0,    0,10199,   65,    1,   92,     ,    5,    0,    0,    0,    0,    0
  240,20141207,    6,  190,   50,   50,   70,   25,  -10,   10,    0,    0,    0,    0,10191,   64,    8,   90,     ,    5,    0,    0,    0,    0,    0
  240,20141207,    7,  190,   50,   50,   70,   30,     ,   14,    0,    0,    0,    0,10185,   63,    8,   89,     ,    5,    0,    0,    0,    0,    0
  240,20141207,    8,  180,   50,   60,   70,   35,     ,   19,    0,    2,    0,    0,10179,   63,    8,   89,     ,    5,    0,    0,    0,    0,    0
  240,20141207,    9,  190,   60,   70,   90,   45,     ,   24,    0,    6,    0,    0,10174,   68,    8,   86,     ,    5,    0,    0,    0,    0,    0
  240,20141207,   10,  190,   70,   70,  100,   51,     ,   31,    0,   13,    0,    0,10165,   68,    8,   87,     ,    5,    0,    0,    0,    0,    0
  240,20141207,   11,  200,   80,   90,  120,   54,     ,   39,    0,   18,    0,    0,10156,   64,    8,   90,     ,    5,    0,    0,    0,    0,    0
